Description R1	Best V hit	Best D hit	Best J hit
-3958258616352145924	IGHV3-9*00	IGHD3-16*00	IGHJ4*00
-4141836909100239431	IGHV3-9*00	IGHD3-16*00	IGHJ4*00
-296428930232423334	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
-7832488468931555133	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
4088208019182331362	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
8088200747384186768	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
-5957112035371364309	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
-6841690282492589322	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
4164274086753802444	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
8237398406129154075	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
9170406320075420772	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
8962596273317832120	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
571210057910612653	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
4846899990432109892	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
-8108269061750683050	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
1327628694602197520	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
-6215268660196935037	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
-3664256013827184788	IGHV3-22*00	IGHD3-10*00	IGHJ6*00
-4420902339459051092	IGHV3-7*00	IGHD5-24*00	IGHJ6*00
-1290216196774784301	IGHV3-7*00	IGHD5-24*00	IGHJ6*00
-6259924787679381730	IGHV3-7*00	IGHD5-24*00	IGHJ6*00
-9105419994293740513	IGHV3-7*00	IGHD5-24*00	IGHJ6*00
5858365234830133407	IGHV3-7*00	IGHD5-24*00	IGHJ6*00
7002741085308134772	IGHV3-7*00	IGHD5-24*00	IGHJ6*00
-5114095832575725183	IGHV3-7*00	IGHD5-24*00	IGHJ6*00
8175570589234634168	IGHV3-7*00	IGHD5-24*00	IGHJ6*00
-1610794696221990296	IGHV3-7*00	IGHD5-24*00	IGHJ6*00
-5946891292885987542	IGHV1-46*00	IGHD5-18*00	IGHJ4*00
-5072360233375493190	IGHV1-46*00	IGHD5-18*00	IGHJ4*00
-8629641201367937971	IGHV1-46*00	IGHD5-18*00	IGHJ1*00
4844020569642258553	IGHV1-46*00	IGHD5-18*00	IGHJ1*00
6013383365111593098	IGHV1-46*00	IGHD5-18*00	IGHJ5*00
5771316968912593110	IGHV1-46*00	IGHD5-18*00	IGHJ5*00
8113603329675928758	IGHV1-46*00	IGHD5-18*00	IGHJ5*00
-5393629842841860175	IGHV1-46*00	IGHD5-18*00	IGHJ5*00
2604492730952721562	IGHV1-46*00	IGHD2-8*00	IGHJ5*00
-8746398630746921959	IGHV1-46*00	IGHD5-18*00	IGHJ5*00
5320042961099547540	IGHV1-46*00	IGHD5-18*00	IGHJ5*00
-8641728399297300768	IGHV1-46*00	IGHD5-18*00	IGHJ5*00
-8889672042258426380	IGHV1-46*00	IGHD5-18*00	IGHJ5*00
-1541004195507637090	IGHV1-46*00	IGHD5-18*00	IGHJ5*00
6053811908972225994	IGHV1-46*00	IGHD5-18*00	IGHJ5*00
-4048391909229878831	IGHV4-55*00	IGHD3-10*00	IGHJ6*00
1757171647105405121	IGHV4-55*00	IGHD3-10*00	IGHJ6*00
-1190889212017188122	IGHV4-55*00	IGHD3-16*00	IGHJ6*00
3719708296827764273	IGHV3-30*00	IGHD3-9*00	IGHJ3*00
3906783561315995579	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
5350829432329617728	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-1961814934074903237	IGHV3-64*00	IGHD3-10*00	IGHJ3*00
3145077254161134778	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-8225043253127714583	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-3208036382593199216	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-7299490223358346255	IGHV3-23*00	IGHD2-8*00	IGHJ4*00
8633566428298986851	IGHV3-23*00	IGHD5-12*00	IGHJ4*00
-4143381288472178737	IGHV3-23*00	IGHD5-24*00	IGHJ4*00
-8462116868946304479	IGHV3-23*00	IGHD5-12*00	IGHJ4*00
5198871837572911766	IGHV3-23*00	IGHD5-12*00	IGHJ4*00
-8574813524595804818	IGHV3-23*00	IGHD5-12*00	IGHJ4*00
-4098699193590797352	IGHV3-23*00	IGHD5-12*00	IGHJ4*00
-8482918566997617800	IGHV3-30*00	IGHD3-3*00	IGHJ6*00
7526422051622105465	IGHV4-55*00	IGHD2-15*00	IGHJ4*00
-3373731938135364668	IGHV4-28*00	IGHD2-15*00	IGHJ4*00
7473328450412515538	IGHV4-55*00	IGHD2-15*00	IGHJ4*00
-1661466626492397351	IGHV4-55*00	IGHD2-15*00	IGHJ4*00
2280887670134415339	IGHV4-55*00	IGHD2-15*00	IGHJ4*00
38656577856629023	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
3534922510658461015	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
5716649635430929029	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
-6777942698886048366	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
-8689375614242248518	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
3797146699521281853	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
9090556193278179928	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
-3679966699283896129	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
6934775536253618572	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
-3096920358139861054	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
5405544977223309990	IGHV3-33*00	IGHD2-8*00	IGHJ6*00
-9035731749206237796	IGHV3-33*00	IGHD2-8*00	IGHJ6*00
-541244831367321100	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
-5819960954827742000	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
3619706468598853969	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
-2471280857233763199	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
1241838176526653017	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
-4766237669948610119	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
-1055209416094825961	IGHV3-33*00	IGHD3-22*00	IGHJ3*00
-3628622365858573998	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
-4582806372106393949	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
3633424405290029312	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
8329759459706461211	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
5166784863185284212	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
-422822516499523804	IGHV3-33*00	IGHD3-22*00	IGHJ6*00
196970435401217665	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
-5705729461322641863	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
7617139570413073338	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
-7789289365118349234	IGHV3-66*00	IGHD6-13*00	IGHJ2*00
7905458049998700936	IGHV3-66*00	IGHD6-13*00	IGHJ2*00
-7943048469923328468	IGHV3-30*00	IGHD2-2*00	IGHJ1*00
-4144530053356654558	IGHV3-30*00	IGHD2-2*00	IGHJ1*00
2074489068149511472	IGHV3-30*00	IGHD2-2*00	IGHJ1*00
2255787547560284088	IGHV3-30*00	IGHD2-2*00	IGHJ1*00
-7214910488756224556	IGHV3-30*00	IGHD2-2*00	IGHJ1*00
6564945185477115463	IGHV3-30*00	IGHD2-2*00	IGHJ1*00
4926080666137386568	IGHV3-30*00	IGHD3-10*00	IGHJ2P*00
-6623527612203894584	IGHV3-30*00	IGHD3-10*00	IGHJ2P*00
6061383414150460193	IGHV3-30*00	IGHD3-10*00	IGHJ2P*00
-6953719995138647600	IGHV3-30*00	IGHD3-10*00	IGHJ1*00
6024206220947760255	IGHV3-30*00	IGHD3-10*00	IGHJ4*00
-5086686791832789586	IGHV3-33*00	IGHD3-10*00	IGHJ1*00
6790221440101139422	IGHV3-30*00	IGHD3-10*00	IGHJ1*00
-7538153407977559869	IGHV3-30*00	IGHD3-10*00	IGHJ1*00
355895019771907809	IGHV3-30*00	IGHD3-10*00	IGHJ1*00
3667660870584053283	IGHV3-30*00	IGHD3-10*00	IGHJ1*00
239299452078796740	IGHV3-30*00	IGHD3-10*00	IGHJ1*00
-2247315869898319503	IGHV3-23*00	IGHD3-16*00	IGHJ2*00
5510596627448391555	IGHV3-23*00	IGHD3-16*00	IGHJ2*00
-8969634529143766593	IGHV3-23*00	IGHD3-16*00	IGHJ2*00
-8554338124927350569	IGHV3-23*00	IGHD3-16*00	IGHJ6*00
-8993647053265672539	IGHV3-23*00	IGHD3-16*00	IGHJ6*00
6547754609511551695	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
2980063933810137636	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
939663847940940689	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
-278467644046458141	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
2367866503857594943	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
3099781322938909043	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
8482638658956523042	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
-1634774415623029725	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
9014456614196598785	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
-2883960510533054728	IGHV3-30*00	IGHD4-23*00	IGHJ6*00
-2597318250306304308	IGHV3-30*00	IGHD4-23*00	IGHJ6*00
4892925317071965525	IGHV3-30*00	IGHD4-23*00	IGHJ6*00
7380391397387348137	IGHV3-30*00	IGHD4-11*00	IGHJ6*00
6129225460407799756	IGHV3-30*00	IGHD4-23*00	IGHJ6*00
9169774227091145484	IGHV3-30*00	IGHD2-2*00	IGHJ3*00
8623993655123082957	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-2155764803114760639	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
8351130638884752721	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
181693480026782965	IGHV3-22*00	IGHD5-12*00	IGHJ6*00
-1446655964887709845	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
291011883825585371	IGHV3-49*00	IGHD1-26*00	IGHJ6*00
-6596183098253032744	IGHV3-49*00	IGHD1-26*00	IGHJ6*00
7035157055183405134	IGHV3-64*00	IGHD6-25*00	IGHJ4*00
-5999585608051531675	IGHV3-64*00	IGHD6-25*00	IGHJ4*00
4138576205735992184	IGHV3-64*00	IGHD6-25*00	IGHJ4*00
7205699650640103110	IGHV3-64*00	IGHD4-11*00	IGHJ5*00
8014406073319826717	IGHV3-64*00	IGHD1-26*00	IGHJ4*00
8773519910298593732	IGHV3-64*00	IGHD6-19*00	IGHJ4*00
-2566586396574801559	IGHV3-64*00	IGHD6-19*00	IGHJ4*00
2131776651954752266	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
-8972811649753272582	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
1192920268090158148	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
4920273554124220258	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
2618430625006791717	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
7415373530548392982	IGHV3-64*00	IGHD4-23*00	IGHJ4*00
-7654100650037077875	IGHV3-64*00	IGHD4-11*00	IGHJ4*00
-3899597178300458062	IGHV3-64*00	IGHD4-11*00	IGHJ4*00
6015874983630405597	IGHV3-64*00	IGHD5-18*00	IGHJ4*00
-1624041368142935032	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
-5796126053746873859	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
-5038007264198049602	IGHV3-64*00	IGHD4-11*00	IGHJ4*00
-8347883526395507153	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
-6452923761630895547	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
-8389272319184969141	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
3342337901227295865	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
-1645175860061247100	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
6082079098809982343	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
4213235969325669257	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
3303802440568591165	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
6841136474156772943	IGHV3-64*00	IGHD4-17*00	IGHJ5*00
-8373198695145239968	IGHV3-64*00	IGHD4-17*00	IGHJ5*00
1911260859692211985	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
7191986739432717153	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
-8495034898454458895	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
4900797155097568565	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
-781421438029529728	IGHV3-64*00	IGHD4-23*00	IGHJ4*00
-2909890281582055731	IGHV3-64*00	IGHD4-17*00	IGHJ2P*00
-5427153625903370606	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
8508587606655344278	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
-9077020179980136917	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
-8150444808210098500	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
8969490880847965203	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
6122785038258810203	IGHV3-64*00	IGHD4-17*00	IGHJ4*00
8504849382139653190	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
1894648403308710890	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
-1809005737516031813	IGHV3-74*00	IGHD3-9*00	IGHJ5*00
7095946759037578918	IGHV3-74*00	IGHD3-9*00	IGHJ2P*00
-5429155021767843862	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
4770673059505283810	IGHV3-74*00	IGHD2-21*00	IGHJ4*00
-2536181508733799865	IGHV3-74*00	IGHD3-16*00	IGHJ1*00
8553165736047920857	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
4128381031830796756	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
-5998787831627960882	IGHV3-74*00	IGHD3-3*00	IGHJ2P*00
-3708831224827068641	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
-1140171404906126576	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
-1962776036836543746	IGHV3-74*00	IGHD2-21*00	IGHJ4*00
-6538843122230538016	IGHV3-74*00	IGHD2-21*00	IGHJ4*00
-3517483033971708034	IGHV3-74*00	IGHD2-21*00	IGHJ5*00
-6573029925835879294	IGHV3-74*00	IGHD3-16*00	IGHJ4*00
-3727054687476349122	IGHV3-74*00	IGHD6-6*00	IGHJ4*00
6544210509053448595	IGHV3-74*00	IGHD3-10*00	IGHJ2P*00
-6373281088417139580	IGHV3-74*00	IGHD6-6*00	IGHJ4*00
3454785868712931775	IGHV3-74*00	IGHD6-6*00	IGHJ5*00
8126104626726893738	IGHV3-74*00	IGHD6-6*00	IGHJ4*00
-2286154195597165662	IGHV3-74*00	IGHD6-6*00	IGHJ4*00
6740666393043347265	IGHV3-74*00		IGHJ5*00
-2911831526699240421	IGHV3-74*00	IGHD6-6*00	IGHJ5*00
134115056695740107	IGHV3-74*00	IGHD2-2*00	IGHJ5*00
-5609458796777814013	IGHV3-74*00	IGHD5-24*00	IGHJ4*00
6533196542705118641	IGHV3-74*00	IGHD2-8*00	IGHJ4*00
4174028625968245603	IGHV3-74*00	IGHD1-26*00	IGHJ5*00
4602851286739160075	IGHV3-74*00	IGHD3-16*00	IGHJ4*00
-7538848937240939278	IGHV3-74*00	IGHD2-8*00	IGHJ4*00
4990624947418551959	IGHV3-74*00	IGHD3-10*00	IGHJ4*00
7933618145068891678	IGHV3-74*00	IGHD3-10*00	IGHJ4*00
4891374075293076458	IGHV3-74*00	IGHD3-9*00	IGHJ1*00
-7776826787405492416	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
-406389104213076354	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
6124826024487208065	IGHV3-74*00	IGHD5-12*00	IGHJ4*00
-2236746873435086513	IGHV3-74*00	IGHD2-2*00	IGHJ5*00
2075563681571367077	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
-4452423505499395877	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
-8935566028411636854	IGHV3-74*00	IGHD4-23*00	IGHJ4*00
-1283783418903935470	IGHV3-74*00	IGHD3-9*00	IGHJ2P*00
-4087030919499623512	IGHV3-74*00	IGHD2-21*00	IGHJ5*00
1513620916088158931	IGHV3-22*00	IGHD3-10*00	IGHJ5*00
8076960356397287302	IGHV3-22*00	IGHD3-10*00	IGHJ6*00
-8117711493320445943	IGHV3-22*00	IGHD3-10*00	IGHJ3*00
9177380999711531084	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-8039676463003884875	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-504937607326569437	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
7824596550020608432	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-8256499610759414621	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-5881956489073483009	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-2211864905480951530	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-348617159608662597	IGHV3-9*00		IGHJ1P*00
2807898649064172494	IGHV3-7*00	IGHD3-3*00	IGHJ3*00
-7513869321071250993	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-3737122323774524548	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
1924642009019176614	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-7850986547793857906	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-1733768273258779583	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
3427334163562208511	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
7290205853207946385	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-3832342315517482537	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
8424208446566145351	IGHV3-7*00	IGHD6-25*00	IGHJ3*00
7636458841938066941	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
2007217786324278330	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
4642854379580558416	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
-4444195841187610512	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-393342659302308470	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-7480813308993042144	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
5819441911515313364	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
755042131872541485	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-5668167114980844952	IGHV3-7*00	IGHD3-3*00	IGHJ3*00
-2499991867379495418	IGHV3-7*00	IGHD3-3*00	IGHJ3*00
7207379267402708692	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-4889384596554413182	IGHV3-7*00	IGHD4-23*00	IGHJ3*00
-7328343060029982374	IGHV3-7*00	IGHD3-3*00	IGHJ3*00
-5794880700055356961	IGHV3-7*00	IGHD3-3*00	IGHJ3*00
-1969744244664349000	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
-7452235395701102509	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
370207074177678588	IGHV3-7*00	IGHD3-10*00	IGHJ3*00
8390932942707647840	IGHV3-22*00	IGHD3-16*00	IGHJ6*00
1565359118656074927	IGHV3-22*00	IGHD3-16*00	IGHJ6*00
8162196708544960245	IGHV3-22*00	IGHD3-16*00	IGHJ6*00
6564509854369465503	IGHV3-64*00	IGHD2-15*00	IGHJ3*00
7663274547768166477	IGHV3-64*00	IGHD2-15*00	IGHJ3*00
-8007796820035119752	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-1637412019835937311	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
1801437130991450778	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-4694940515287379196	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-7168560319791024298	IGHV3-22*00	IGHD2-2*00	IGHJ3*00
497615882023948433	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
2467307455211285493	IGHV3-49*00	IGHD5-12*00	IGHJ3*00
-7841943361979073964	IGHV3-49*00	IGHD5-12*00	IGHJ3*00
-3886214378316042319	IGHV3-49*00	IGHD5-12*00	IGHJ3*00
7169315326006104980	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
3977462039578559475	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
558972618964785805	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
-6185658445209702014	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
-6595875557058339065	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
7044145507121288445	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
9003939313061395607	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
-2697144121760661826	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
-4889365567116706192	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
1209161666112062382	IGHV3-22*00	IGHD2-15*00	IGHJ2*00
7520036595897949229	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
-7213002446661353839	IGHV3-22*00	IGHD2-15*00	IGHJ4*00
-4670543327194422762	IGHV3-53*00	IGHD2-2*00	IGHJ4*00
-8514937585537304693	IGHV3-53*00	IGHD6-19*00	IGHJ4*00
-3235539804140710435	IGHV3-53*00	IGHD2-2*00	IGHJ4*00
-251401044952305881	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
5130704363072223056	IGHV3-53*00	IGHD4-17*00	IGHJ4*00
-1887668783346606199	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
-5418493362103313606	IGHV3-53*00	IGHD4-17*00	IGHJ4*00
269372521490328401	IGHV3-66*00	IGHD6-6*00	IGHJ4*00
-3437624358067324073	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
-3439164537799494333	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
8861058843003053103	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
-7022689846242223385	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
1121895466431696569	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
2219257760889887843	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
6107108688613943250	IGHV3-7*00	IGHD7-27*00	IGHJ5*00
-7521300525522479246	IGHV3-21*00		IGHJ1*00
-5120730344435854375	IGHV3-7*00	IGHD3-3*00	IGHJ4*00
5828485885474475003	IGHV3-7*00	IGHD3-9*00	IGHJ4*00
-1003039792432480622	IGHV3-7*00	IGHD3-9*00	IGHJ4*00
-31204594240463910	IGHV3-7*00	IGHD7-27*00	IGHJ4*00
4785165507940260905	IGHV3-7*00	IGHD7-27*00	IGHJ4*00
-4925831101253111572	IGHV3-7*00	IGHD7-27*00	IGHJ4*00
-1925699885687236755	IGHV3-7*00	IGHD7-27*00	IGHJ4*00
-5998196311658393431	IGHV3-7*00	IGHD7-27*00	IGHJ4*00
1597869856778293804	IGHV3-7*00	IGHD7-27*00	IGHJ4*00
-538646850856464737	IGHV3-7*00	IGHD3-10*00	IGHJ2*00
-651464570452972154	IGHV3-7*00	IGHD6-19*00	IGHJ4*00
-2053955443540810476	IGHV3-7*00	IGHD7-27*00	IGHJ4*00
-8995647704476893298	IGHV3-7*00	IGHD7-27*00	IGHJ5*00
-7392053770925812175	IGHV3-7*00	IGHD4-11*00	IGHJ4*00
-522685542454005241	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
5671602633581766140	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
8522027841419209147	IGHV3-7*00	IGHD2-2*00	IGHJ4*00
-3550970061323083954	IGHV3-7*00	IGHD2-2*00	IGHJ4*00
-6864585529549880705	IGHV3-7*00		IGHJ4*00
-4375557352405791580	IGHV3-7*00	IGHD3-9*00	IGHJ1*00
8388222731076359119	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-7727295188037042869	IGHV3-7*00	IGHD2-8*00	IGHJ4*00
3959477605918478165	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
5014434400714901096	IGHV3-7*00	IGHD7-27*00	IGHJ4*00
-474433036579799005	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-8482604186306504452	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
2737688882738692255	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
3599839318817956944	IGHV3-49*00	IGHD4-11*00	IGHJ6*00
5440163660538111696	IGHV3-49*00	IGHD4-11*00	IGHJ6*00
-505512432575665249	IGHV3-49*00	IGHD4-11*00	IGHJ6*00
5930334465598758020	IGHV3-49*00	IGHD4-11*00	IGHJ6*00
-5859307674273375711	IGHV3-49*00	IGHD4-11*00	IGHJ6*00
-7371282227962062951	IGHV3-49*00	IGHD4-11*00	IGHJ6*00
1177507897347235876	IGHV3-49*00	IGHD3-22*00	IGHJ6*00
-2173901616236284255	IGHV3-49*00	IGHD3-22*00	IGHJ6*00
-867999034162733856	IGHV3-49*00	IGHD4-11*00	IGHJ6*00
722007081496580191	IGHV3-49*00	IGHD4-11*00	IGHJ6*00
2984500739582223631	IGHV3-74*00	IGHD1-20*00	IGHJ3*00
-3270393424510483813	IGHV3-74*00	IGHD1-20*00	IGHJ3*00
-8027202065537485974	IGHV3-74*00	IGHD2-8*00	IGHJ3*00
-8241264020642379790	IGHV3-74*00	IGHD1-20*00	IGHJ3*00
-661590259493075981	IGHV3-74*00	IGHD1-20*00	IGHJ3*00
6109153939972116860	IGHV3-74*00	IGHD1-20*00	IGHJ3*00
5930865457111072021	IGHV3-30*00	IGHD6-25*00	IGHJ4*00
6218458868824701698	IGHV3-30*00	IGHD6-25*00	IGHJ4*00
5823856026867242176	IGHV3-30*00	IGHD6-25*00	IGHJ4*00
-5496919274894737413	IGHV3-30*00	IGHD2-15*00	IGHJ4*00
-8433038593248386375	IGHV3-30*00	IGHD6-6*00	IGHJ4*00
870185477201566186	IGHV3-30*00	IGHD3-9*00	IGHJ6*00
8129957126509637686	IGHV3-30*00		IGHJ1*00
4233564463517131647	IGHV3-30*00	IGHD6-6*00	IGHJ4*00
-328668745787343304	IGHV3-30*00	IGHD6-6*00	IGHJ4*00
4773271622675165259	IGHV3-30*00	IGHD2-2*00	IGHJ4*00
4384804689898902176	IGHV3-30*00	IGHD2-8*00	IGHJ4*00
-4012155329277234259	IGHV3-30*00	IGHD2-8*00	IGHJ4*00
2049024217266501593	IGHV3-30*00	IGHD1-1*00	IGHJ4*00
2471944894400501333	IGHV3-30*00	IGHD6-6*00	IGHJ4*00
4214482148497902914	IGHV3-30*00	IGHD6-25*00	IGHJ4*00
-8157707642778962799	IGHV3-30*00	IGHD6-19*00	IGHJ4*00
6080192027219990037	IGHV3-30*00	IGHD5-24*00	IGHJ6*00
-1230827355597936990	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
1221112437495044948	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
8771240592466223270	IGHV3-7*00	IGHD4-17*00	IGHJ4*00
-5229844796460709213	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
3509166673158218701	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
-4996765553532592718	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
-7946355692047771779	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
-8796961177467478837	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
-3531792070715786235	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
-2281559709650653753	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
-6878302809504978100	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
-8669416307602167272	IGHV3-7*00	IGHD4-23*00	IGHJ4*00
